MONTH,AREA,TERRITORY,CHANNEL,PACKAGE,IMPRESSIONS,REACH,FREQUENCY,VIEWABLE_IMPRESSIONS,VIEWABILITY_RATE,CLICKS,COST,CTR,AVG_CPC,CPM,POST_VIEW_SESSIONS,POST_CLICK_SESSIONS
2025-05,Area_15,T196,Display,P_05,1283667,342112,3.75,810981,0.6318,4882,292371.41,0.00380,59.89,227.76,27800,5395
2025-06,Area_15,T196,Display,P_06,1150812,353507,3.26,663137,0.5762,3121,223644.78,0.00271,71.66,194.34,16082,2680
2025-07,Area_15,T196,Display,P_07,512686,170480,3.01,304332,0.5936,330,47615.76,0.00064,144.29,92.88,2646,457
2025-08,Area_15,T196,Display,P_08,1922094,795735,2.42,1160375,0.6037,4850,69418.22,0.00252,14.31,36.12,41529,5147
2025-09,Area_15,T196,Display,P_09,531595,252854,2.10,314826,0.5922,1433,79900.35,0.00270,55.76,150.30,8868,1648
2025-10,Area_15,T196,Display,P_10,1945471,623488,3.12,1400108,0.7197,2141,110146.12,0.00110,51.45,56.62,18062,2908
2025-11,Area_15,T196,Display,P_11,407851,196293,2.08,288760,0.7080,1271,78007.60,0.00312,61.37,191.26,9082,1496
2025-12,Area_15,T196,Display,P_12,1056706,416724,2.54,718143,0.6796,6284,241957.20,0.00595,38.50,228.97,20078,7555
2025-01,Area_2,T027,Display,P_01,1678048,637563,2.63,1014166,0.6044,4959,431467.68,0.00296,87.01,257.12,34783,5901
2025-02,Area_2,T027,Display,P_02,1820318,895227,2.03,1394926,0.7663,8269,428097.58,0.00454,51.77,235.18,55317,10361
2025-03,Area_2,T027,Display,P_03,1269468,441465,2.88,741081,0.5838,1715,279625.13,0.00135,163.05,220.27,9305,2439
2025-04,Area_2,T027,Display,P_04,1340885,659912,2.03,847383,0.6320,1843,144232.39,0.00137,78.26,107.57,5754,2063
2025-05,Area_2,T027,Display,P_05,1430236,437074,3.27,823317,0.5757,5263,346239.06,0.00368,65.79,242.09,35016,5698
2025-06,Area_2,T027,Display,P_06,155400,44159,3.52,116651,0.7507,95,22960.18,0.00061,241.69,147.75,376,107
2025-07,Area_2,T027,Display,P_07,400634,117036,3.42,280558,0.7003,379,60645.30,0.00095,160.01,151.37,3182,514
2025-08,Area_2,T027,Display,P_08,1001532,584064,1.71,685917,0.6849,5282,103485.97,0.00527,19.59,103.33,49054,4518
2025-09,Area_2,T027,Display,P_09,535369,178695,3.00,380521,0.7108,383,124286.87,0.00072,324.51,232.15,2956,431
2025-10,Area_2,T027,Display,P_10,392260,238024,1.65,222017,0.5660,788,33631.12,0.00201,42.68,85.74,6534,1102
2025-11,Area_2,T027,Display,P_11,708102,321187,2.20,396339,0.5597,3656,30538.89,0.00516,8.35,43.13,32643,4187
2025-12,Area_2,T027,Display,P_12,1316546,400761,3.29,959399,0.7287,3173,111923.15,0.00241,35.27,85.01,19313,4228
2025-01,Area_8,T098,Display,P_01,424891,254989,1.67,348728,0.8207,1504,101044.54,0.00354,67.18,237.81,14338,1364
2025-02,Area_8,T098,Display,P_02,408967,170985,2.39,325189,0.7951,1086,69028.07,0.00266,63.56,168.79,8911,1345
2025-03,Area_8,T098,Display,P_03,381577,99549,3.83,213826,0.5604,1598,25839.94,0.00419,16.17,67.72,14022,1431
2025-04,Area_8,T098,Display,P_04,1538025,730924,2.10,1166179,0.7582,7955,148565.00,0.00517,18.68,96.59,48084,7462
2025-05,Area_8,T098,Display,P_05,800945,212974,3.76,669951,0.8365,428,218007.71,0.00053,509.36,272.19,4084,352
2025-06,Area_8,T098,Display,P_06,1527944,784695,1.95,1265629,0.8283,6750,219033.52,0.00442,32.45,143.35,39809,8086
2025-07,Area_8,T098,Display,P_07,480163,154081,3.12,296316,0.6171,2008,137588.41,0.00418,68.52,286.55,12767,2088
2025-08,Area_8,T098,Display,P_08,221960,61092,3.63,167026,0.7525,1176,28770.29,0.00530,24.46,129.62,9875,1578
2025-09,Area_8,T098,Display,P_09,641506,174445,3.68,404181,0.6301,2397,180188.72,0.00374,75.17,280.88,17282,2870
2025-10,Area_8,T098,Display,P_10,524003,270070,1.94,443402,0.8462,2639,137175.60,0.00504,51.98,261.78,13498,3511
2025-11,Area_8,T098,Display,P_11,120844,61724,1.96,96159,0.7957,414,6271.52,0.00343,15.15,51.90,3000,617
2025-12,Area_8,T098,Display,P_12,114909,58288,1.97,80869,0.7038,406,23095.55,0.00353,56.89,200.99,3224,447
2025-01,Area_7,T092,Display,P_01,129050,45947,2.81,86197,0.6679,121,11335.92,0.00094,93.69,87.84,1012,113
2025-02,Area_7,T092,Display,P_02,1389325,364663,3.81,842367,0.6063,7541,269011.18,0.00543,35.67,193.63,48928,9893
2025-03,Area_7,T092,Display,P_03,306631,176045,1.74,259834,0.8474,1429,14119.17,0.00466,9.88,46.05,10493,1965
2025-04,Area_7,T092,Display,P_04,479769,296307,1.62,374370,0.7803,452,44914.08,0.00094,99.37,93.62,2143,551
2025-05,Area_7,T092,Display,P_05,577952,207820,2.78,473038,0.8185,308,146935.91,0.00053,477.06,254.24,2324,437
2025-06,Area_7,T092,Display,P_06,1851631,612244,3.02,1048096,0.5660,9915,185423.26,0.00535,18.70,100.14,30197,8745
2025-07,Area_7,T092,Display,P_07,422741,164829,2.56,268317,0.6347,1086,23189.44,0.00257,21.35,54.85,8948,1185
2025-08,Area_7,T092,Display,P_08,685443,227914,3.01,433617,0.6326,1813,88596.90,0.00265,48.87,129.25,12684,1615
2025-09,Area_7,T092,Display,P_09,1237811,422064,2.93,1002294,0.8097,6685,121873.72,0.00540,18.23,98.46,54052,8835
2025-10,Area_7,T092,Display,P_10,1033896,505719,2.04,687762,0.6652,2230,70288.78,0.00216,31.52,67.98,8162,2950
2025-11,Area_7,T092,Display,P_11,844246,409508,2.06,588785,0.6974,2557,243445.37,0.00303,95.21,288.36,17079,2972
2025-12,Area_7,T092,Display,P_12,741004,197386,3.75,576449,0.7779,1604,220807.34,0.00216,137.66,297.98,12494,1565
2025-01,Area_12,T155,Display,P_01,1358775,418464,3.25,789812,0.5813,1775,338247.84,0.00131,190.56,248.94,14145,1946
2025-02,Area_12,T155,Display,P_02,1272510,591337,2.15,731207,0.5746,6129,91366.60,0.00482,14.91,71.80,50622,6124
2025-03,Area_12,T155,Display,P_03,1921324,539707,3.56,1426634,0.7425,5298,462511.67,0.00276,87.30,240.73,18514,4241
2025-04,Area_12,T155,Display,P_04,830040,494678,1.68,621602,0.7489,451,154918.62,0.00054,343.50,186.64,3994,417
2025-05,Area_12,T155,Display,P_05,1302882,701143,1.86,825540,0.6336,2828,252156.11,0.00217,89.16,193.54,26624,3419
2025-06,Area_12,T155,Display,P_06,661432,198980,3.32,472360,0.7141,3039,95576.23,0.00459,31.45,144.50,13880,4295
2025-07,Area_12,T155,Display,P_07,1677377,601612,2.79,1200627,0.7158,6581,204670.86,0.00392,31.10,122.02,63114,8250
2025-08,Area_12,T155,Display,P_08,946720,419054,2.26,729992,0.7711,2056,150598.95,0.00217,73.25,159.07,8671,2518
2025-09,Area_12,T155,Display,P_09,705836,246369,2.86,484799,0.6868,1193,36214.60,0.00169,30.36,51.31,4318,1610
2025-10,Area_12,T155,Display,P_10,672769,215425,3.12,438445,0.6517,872,73782.79,0.00130,84.61,109.67,5251,1281
2025-11,Area_12,T155,Display,P_11,1972433,1285501,1.53,1435942,0.7280,3111,113432.22,0.00158,36.46,57.51,25700,4465
2025-12,Area_12,T155,Display,P_12,738225,209108,3.53,531035,0.7193,1955,126774.16,0.00265,64.85,171.73,9955,2730
2025-01,Area_1,T012,Display,P_01,610320,167141,3.65,513586,0.8415,1160,154996.85,0.00190,133.62,253.96,8673,982
2025-02,Area_1,T012,Display,P_02,998098,255521,3.91,839212,0.8408,1636,203948.39,0.00164,124.66,204.34,7672,2027
2025-03,Area_1,T012,Display,P_03,1288381,494412,2.61,989714,0.7682,6842,146379.79,0.00531,21.39,113.62,24029,7727
2025-04,Area_1,T012,Display,P_04,1927907,695728,2.77,1534193,0.7958,6203,376569.64,0.00322,60.71,195.33,54105,6312
2025-05,Area_1,T012,Display,P_05,145514,39471,3.69,82111,0.5643,621,5377.58,0.00427,8.66,36.96,3124,512
2025-06,Area_1,T012,Display,P_06,182627,66112,2.76,114657,0.6278,451,17518.92,0.00247,38.84,95.93,3452,505
2025-07,Area_1,T012,Display,P_07,1523107,737412,2.07,893822,0.5868,5908,281953.83,0.00388,47.72,185.12,45627,8264
2025-08,Area_1,T012,Display,P_08,1312069,438096,2.99,740428,0.5643,6200,166678.96,0.00473,26.88,127.04,56763,7316
2025-09,Area_1,T012,Display,P_09,889600,329130,2.70,564121,0.6341,1914,182257.31,0.00215,95.22,204.88,8556,2433
2025-10,Area_1,T012,Display,P_10,1398942,359003,3.90,1187600,0.8489,7444,245452.24,0.00532,32.97,175.46,34463,8853
2025-11,Area_1,T012,Display,P_11,1394144,453600,3.07,978487,0.7019,4256,74699.08,0.00305,17.55,53.58,12819,6132
2025-12,Area_1,T012,Display,P_12,982089,261602,3.75,798003,0.8126,3386,160264.87,0.00345,47.33,163.19,30540,3207
2025-01,Area_11,T138,Display,P_01,636146,390627,1.63,512320,0.8054,1582,147000.52,0.00249,92.92,231.08,11510,1449
2025-02,Area_11,T138,Display,P_02,379636,135568,2.80,259339,0.6831,1036,89904.82,0.00273,86.78,236.82,10057,1158
2025-03,Area_11,T138,Display,P_03,1641899,535970,3.06,1387664,0.8452,7928,215463.63,0.00483,27.18,131.23,45503,6822
2025-04,Area_11,T138,Display,P_04,1323029,485652,2.72,1014660,0.7669,4303,166102.77,0.00325,38.60,125.55,40023,4741
2025-05,Area_11,T138,Display,P_05,1634124,630417,2.59,1264952,0.7741,3180,214090.49,0.00195,67.32,131.01,10445,3320
2025-06,Area_11,T138,Display,P_06,1519360,432526,3.51,946823,0.6232,5936,117893.79,0.00391,19.86,77.59,24754,8064
2025-07,Area_11,T138,Display,P_07,858659,518405,1.66,476843,0.5553,1692,158938.26,0.00197,93.94,185.10,14179,2040
2025-08,Area_11,T138,Display,P_08,1789466,504319,3.55,1170229,0.6540,8656,391013.52,0.00484,45.17,218.51,61259,11607
2025-09,Area_11,T138,Display,P_09,1285268,382888,3.36,993735,0.7732,4844,306858.52,0.00377,63.35,238.75,31709,6349
2025-10,Area_11,T138,Display,P_10,1594383,693066,2.30,888090,0.5570,4510,459460.48,0.00283,101.88,288.17,26933,5101
2025-11,Area_11,T138,Display,P_11,1168605,651551,1.79,685230,0.5864,2848,170979.48,0.00244,60.03,146.31,22373,3627
2025-12,Area_11,T138,Display,P_12,1404521,501791,2.80,996621,0.7096,2013,155539.18,0.00143,77.27,110.74,15157,2779
2025-01,Area_8,T097,Display,P_01,1924350,874259,2.20,1143983,0.5945,3492,338222.03,0.00181,96.86,175.76,15150,4842
2025-02,Area_8,T097,Display,P_02,1862454,843792,2.21,1347324,0.7234,2056,259352.21,0.00110,126.14,139.25,8715,2867
2025-03,Area_8,T097,Display,P_03,1055803,284996,3.70,889171,0.8422,4720,269780.29,0.00447,57.16,255.52,17896,4999
2025-04,Area_8,T097,Display,P_04,776859,419533,1.85,430675,0.5544,1406,86077.34,0.00181,61.22,110.80,10111,1891
2025-05,Area_8,T097,Display,P_05,1074870,313911,3.42,665976,0.6196,3753,91421.29,0.00349,24.36,85.05,22827,4260
2025-06,Area_8,T097,Display,P_06,392480,99526,3.94,289052,0.7365,2010,117136.43,0.00512,58.28,298.45,13688,1888
2025-07,Area_8,T097,Display,P_07,1696899,962956,1.76,1409251,0.8305,4914,73041.50,0.00290,14.86,43.04,24473,4794
2025-08,Area_8,T097,Display,P_08,1281962,658898,1.95,987050,0.7700,830,373249.92,0.00065,449.70,291.16,5536,961
2025-09,Area_8,T097,Display,P_09,1504662,412571,3.65,1120351,0.7446,4815,84072.52,0.00320,17.46,55.87,47315,5609
2025-10,Area_8,T097,Display,P_10,132431,50960,2.60,108356,0.8182,557,31069.96,0.00421,55.78,234.61,3554,750
2025-11,Area_8,T097,Display,P_11,751038,328870,2.28,451802,0.6016,4060,44190.77,0.00541,10.88,58.84,16707,4908
2025-12,Area_8,T097,Display,P_12,1054326,344233,3.06,714025,0.6772,3521,221776.31,0.00334,62.99,210.35,26317,4974
2025-01,Area_11,T142,Display,P_01,1906440,793625,2.40,1158466,0.6077,10039,116972.43,0.00527,11.65,61.36,84632,9399
2025-02,Area_11,T142,Display,P_02,1922729,748877,2.57,1619363,0.8422,6438,178704.32,0.00335,27.76,92.94,45504,5605
2025-03,Area_11,T142,Display,P_03,1865555,476231,3.92,1423622,0.7631,8673,261662.56,0.00465,30.17,140.26,52510,11297
2025-04,Area_11,T142,Display,P_04,1777463,519135,3.42,1343434,0.7558,3925,445667.32,0.00221,113.55,250.73,16009,3424
2025-05,Area_11,T142,Display,P_05,800731,259944,3.08,449152,0.5609,3561,186496.16,0.00445,52.37,232.91,18645,3007
2025-06,Area_11,T142,Display,P_06,430637,115392,3.73,332708,0.7726,2444,109320.05,0.00568,44.73,253.86,12363,2943
2025-07,Area_11,T142,Display,P_07,618975,253960,2.44,466852,0.7542,1870,142423.02,0.00302,76.16,230.09,16062,1597
2025-08,Area_11,T142,Display,P_08,489686,123580,3.96,279573,0.5709,1083,105247.84,0.00221,97.18,214.93,6319,931
2025-09,Area_11,T142,Display,P_09,1755684,884679,1.98,1115028,0.6351,9039,364797.71,0.00515,40.36,207.78,74602,7352
2025-10,Area_11,T142,Display,P_10,1802013,811045,2.22,1423288,0.7898,7977,396765.89,0.00443,49.74,220.18,25721,10907
2025-11,Area_11,T142,Display,P_11,1049557,312860,3.35,848004,0.8080,5965,260079.45,0.00568,43.60,247.80,56009,6428
2025-12,Area_11,T142,Display,P_12,635899,186038,3.42,432180,0.6796,1076,184148.94,0.00169,171.14,289.59,8755,1256
2025-01,Area_12,T161,Display,P_01,552926,192725,2.87,378338,0.6842,343,26249.17,0.00062,76.53,47.47,1350,505
2025-02,Area_12,T161,Display,P_02,1577676,623513,2.53,1141956,0.7238,7053,390144.65,0.00447,55.32,247.29,70317,7172
2025-03,Area_12,T161,Display,P_03,1999363,559144,3.58,1437356,0.7189,7829,391052.73,0.00392,49.95,195.59,37256,9543
2025-04,Area_12,T161,Display,P_04,592656,156358,3.79,353725,0.5968,3123,109731.37,0.00527,35.14,185.15,9746,4651
2025-05,Area_12,T161,Display,P_05,536062,162922,3.29,312717,0.5834,952,76536.13,0.00178,80.40,142.77,7355,1353
2025-06,Area_12,T161,Display,P_06,1291340,364605,3.54,726669,0.5627,1554,345981.55,0.00120,222.64,267.92,9960,1642
2025-07,Area_12,T161,Display,P_07,333044,123408,2.70,258116,0.7750,1271,82475.28,0.00382,64.89,247.64,5504,1212
2025-08,Area_12,T161,Display,P_08,1777762,523988,3.39,1030738,0.5798,8106,126899.84,0.00456,15.66,71.38,32739,8457
2025-09,Area_12,T161,Display,P_09,701495,198292,3.54,499645,0.7123,3649,22996.40,0.00520,6.30,32.78,28213,3740
2025-10,Area_12,T161,Display,P_10,1971574,1098019,1.80,1654957,0.8394,1986,492652.13,0.00101,248.06,249.88,19825,2014
2025-11,Area_12,T161,Display,P_11,1797743,569582,3.16,1139285,0.6337,7938,443787.57,0.00442,55.91,246.86,59982,10749
2025-12,Area_12,T161,Display,P_12,686137,368423,1.86,461970,0.6733,3748,187264.60,0.00546,49.96,272.93,15596,3906
2025-01,Area_11,T148,Display,P_01,1299139,544408,2.39,887653,0.6833,7029,116378.80,0.00541,16.56,89.58,68049,8581
2025-02,Area_11,T148,Display,P_02,610214,273970,2.23,376819,0.6175,365,131934.79,0.00060,361.47,216.21,3484,320
2025-03,Area_11,T148,Display,P_03,1622258,490754,3.31,1180278,0.7276,4142,100384.12,0.00255,24.24,61.88,29859,4221
2025-04,Area_11,T148,Display,P_04,1349720,389227,3.47,1088846,0.8067,3073,100346.13,0.00228,32.65,74.35,14929,4597
2025-05,Area_11,T148,Display,P_05,1347931,641022,2.10,997238,0.7398,3853,367540.30,0.00286,95.39,272.67,18309,4380
2025-06,Area_11,T148,Display,P_06,1567175,504585,3.11,986626,0.6296,9396,309830.31,0.00600,32.97,197.70,80828,10341
2025-07,Area_11,T148,Display,P_07,1926987,1031249,1.87,1515981,0.7867,3023,311466.81,0.00157,103.03,161.63,16775,3946
2025-08,Area_11,T148,Display,P_08,783753,295286,2.65,594062,0.7580,2459,145391.99,0.00314,59.13,185.51,18276,2345
2025-09,Area_11,T148,Display,P_09,681213,228072,2.99,386929,0.5680,3442,30522.48,0.00505,8.87,44.81,29159,2882
2025-10,Area_11,T148,Display,P_10,332420,144029,2.31,222511,0.6694,932,79344.41,0.00280,85.13,238.69,5920,1111
2025-11,Area_11,T148,Display,P_11,1557643,1018039,1.53,1184145,0.7602,7149,192044.60,0.00459,26.86,123.29,60251,6942
2025-12,Area_11,T148,Display,P_12,1061112,486103,2.18,787782,0.7424,1605,103918.67,0.00151,64.75,97.93,11092,1791
2025-01,Area_14,T181,Display,P_01,954356,385747,2.47,536710,0.5624,4724,241234.31,0.00495,51.07,252.77,25973,5147
2025-02,Area_14,T181,Display,P_02,1458670,438241,3.33,975845,0.6690,6266,291255.47,0.00430,46.48,199.67,29765,7083
2025-03,Area_14,T181,Display,P_03,683755,292352,2.34,500775,0.7324,485,48015.88,0.00071,99.00,70.22,4683,534
2025-04,Area_14,T181,Display,P_04,1523349,531501,2.87,1275805,0.8375,8074,385059.87,0.00530,47.69,252.77,57999,7576
2025-05,Area_14,T181,Display,P_05,301948,101407,2.98,204043,0.6758,1781,83414.76,0.00590,46.84,276.26,11497,2626
2025-06,Area_14,T181,Display,P_06,1410846,365654,3.86,1016087,0.7202,1477,119456.77,0.00105,80.88,84.67,5523,1789
2025-07,Area_14,T181,Display,P_07,1856565,696080,2.67,1370416,0.7381,4101,106767.55,0.00221,26.03,57.51,36114,4699
2025-08,Area_14,T181,Display,P_08,1515513,765522,1.98,838477,0.5533,2128,302592.70,0.00140,142.20,199.66,6930,2026
2025-09,Area_14,T181,Display,P_09,403959,137755,2.93,300665,0.7443,759,34950.54,0.00188,46.05,86.52,4480,620
2025-10,Area_14,T181,Display,P_10,1953573,526845,3.71,1178680,0.6033,6190,497083.56,0.00317,80.30,254.45,48648,6545
2025-11,Area_14,T181,Display,P_11,896293,240519,3.73,748787,0.8354,2523,261854.98,0.00281,103.79,292.15,13228,3666
2025-12,Area_14,T181,Display,P_12,474072,158079,3.00,278544,0.5876,1886,130384.13,0.00398,69.13,275.03,16012,1671
2025-01,Area_15,T198,Display,P_01,1804040,565131,3.19,998500,0.5535,9936,162153.11,0.00551,16.32,89.88,29846,13200
2025-02,Area_15,T198,Display,P_02,1769838,811864,2.18,1277126,0.7216,8042,257955.11,0.00454,32.08,145.75,36827,9554
2025-03,Area_15,T198,Display,P_03,1201740,397439,3.02,961645,0.8002,769,292776.14,0.00064,380.72,243.63,3739,761
2025-04,Area_15,T198,Display,P_04,854556,258682,3.30,507120,0.5934,4554,96179.99,0.00533,21.12,112.55,24275,4725
2025-05,Area_15,T198,Display,P_05,1692532,856362,1.98,1181544,0.6981,6510,290576.11,0.00385,44.64,171.68,55592,7274
2025-06,Area_15,T198,Display,P_06,227821,91829,2.48,144510,0.6343,659,53606.99,0.00289,81.35,235.30,2224,946
2025-07,Area_15,T198,Display,P_07,547521,157186,3.48,459402,0.8391,1382,160843.27,0.00252,116.38,293.77,8306,1323
2025-08,Area_15,T198,Display,P_08,957909,257418,3.72,715895,0.7474,2970,273280.82,0.00310,92.01,285.29,17979,3824
2025-09,Area_15,T198,Display,P_09,807226,308074,2.62,450846,0.5585,1562,34951.68,0.00194,22.38,43.30,9876,1682
2025-10,Area_15,T198,Display,P_10,107493,29887,3.60,84550,0.7866,564,10051.37,0.00525,17.82,93.51,2629,581
2025-11,Area_15,T198,Display,P_11,605510,167674,3.61,367629,0.6071,3531,111234.06,0.00583,31.50,183.70,19784,5001
2025-12,Area_15,T198,Display,P_12,1964602,1259635,1.56,1365856,0.6952,5277,138261.12,0.00269,26.20,70.38,18255,6279
2025-01,Area_2,T021,Display,P_01,1538202,439600,3.50,886082,0.5761,1422,213283.29,0.00092,149.99,138.66,8422,1423
2025-02,Area_2,T021,Display,P_02,419016,138647,3.02,293759,0.7011,404,52608.46,0.00096,130.22,125.55,3202,574
2025-03,Area_2,T021,Display,P_03,1258860,327582,3.84,725518,0.5763,4146,102934.89,0.00329,24.83,81.77,41157,5239
2025-04,Area_2,T021,Display,P_04,1598688,837286,1.91,993368,0.6214,2545,373096.81,0.00159,146.60,233.38,17797,3640
2025-05,Area_2,T021,Display,P_05,755891,195277,3.87,556129,0.7357,1081,187043.33,0.00143,173.03,247.45,9915,1402
2025-06,Area_2,T021,Display,P_06,1846005,790798,2.33,1222186,0.6621,3507,537777.53,0.00190,153.34,291.32,31940,3109
2025-07,Area_2,T021,Display,P_07,1089401,317329,3.43,687157,0.6308,6320,80228.42,0.00580,12.69,73.64,48142,7940
2025-08,Area_2,T021,Display,P_08,1577511,409067,3.86,1003876,0.6364,3327,427234.31,0.00211,128.41,270.83,11778,3877
2025-09,Area_2,T021,Display,P_09,545968,227752,2.40,416632,0.7631,1376,145185.50,0.00252,105.51,265.92,8130,1144
2025-10,Area_2,T021,Display,P_10,928388,353715,2.62,645898,0.6957,1135,122389.47,0.00122,107.83,131.83,9542,1093
2025-11,Area_2,T021,Display,P_11,1791044,472611,3.79,1144287,0.6389,914,453655.98,0.00051,496.34,253.29,2970,1065
2025-12,Area_2,T021,Display,P_12,228343,115958,1.97,183724,0.8046,1233,26650.57,0.00540,21.61,116.71,8864,1721
2025-01,Area_2,T026,Display,P_01,644892,243341,2.65,425641,0.6600,2338,85711.02,0.00363,36.66,132.91,15714,1934
2025-02,Area_2,T026,Display,P_02,1657790,439221,3.77,1216011,0.7335,4039,210842.86,0.00244,52.20,127.18,27386,5344
2025-03,Area_2,T026,Display,P_03,287229,186675,1.54,211910,0.7378,675,9570.85,0.00235,14.18,33.32,3241,590
2025-04,Area_2,T026,Display,P_04,1114972,681850,1.64,700997,0.6287,1300,198948.94,0.00117,153.04,178.43,8819,1376
2025-05,Area_2,T026,Display,P_05,1114031,535210,2.08,852112,0.7649,3697,36837.24,0.00332,9.96,33.07,30820,4856
2025-06,Area_2,T026,Display,P_06,279683,71120,3.93,191513,0.6848,1402,83501.72,0.00501,59.56,298.56,9765,1258
2025-07,Area_2,T026,Display,P_07,1801689,524899,3.43,1363210,0.7566,3679,114247.14,0.00204,31.05,63.41,27402,3442
2025-08,Area_2,T026,Display,P_08,1995598,1075434,1.86,1656786,0.8302,6867,544553.89,0.00344,79.30,272.88,63548,7289
2025-09,Area_2,T026,Display,P_09,511865,132011,3.88,293706,0.5738,431,42704.25,0.00084,99.08,83.43,3481,555
2025-10,Area_2,T026,Display,P_10,1412004,530558,2.66,842401,0.5966,2561,61843.08,0.00181,24.15,43.80,23345,3076
2025-11,Area_2,T026,Display,P_11,1287956,330669,3.90,841597,0.6534,5287,261392.45,0.00410,49.44,202.95,52440,7863
2025-12,Area_2,T026,Display,P_12,1896280,497355,3.81,1249625,0.6590,8878,227514.29,0.00468,25.63,119.98,62275,7911
2025-01,Area_6,T072,Display,P_01,213740,65937,3.24,122872,0.5749,768,42458.46,0.00359,55.28,198.65,3677,1008
2025-02,Area_6,T072,Display,P_02,934940,480963,1.94,649818,0.6950,3531,106117.70,0.00378,30.05,113.50,26222,2841
2025-03,Area_6,T072,Display,P_03,771612,317759,2.43,546446,0.7082,2448,209939.56,0.00317,85.76,272.08,8335,2083
2025-04,Area_6,T072,Display,P_04,834870,286731,2.91,499467,0.5983,4370,207905.17,0.00523,47.58,249.03,40862,6167
2025-05,Area_6,T072,Display,P_05,1430367,437482,3.27,878087,0.6139,8426,393903.50,0.00589,46.75,275.39,29459,6833
2025-06,Area_6,T072,Display,P_06,550386,253948,2.17,399040,0.7250,2834,124034.18,0.00515,43.77,225.36,9310,2512
2025-07,Area_6,T072,Display,P_07,1772343,482927,3.67,976352,0.5509,8090,465357.74,0.00456,57.52,262.57,33738,9994
2025-08,Area_6,T072,Display,P_08,1143312,319625,3.58,782257,0.6842,867,242372.77,0.00076,279.55,211.99,6246,1117
2025-09,Area_6,T072,Display,P_09,1867326,652287,2.86,1254139,0.6716,10274,307024.79,0.00550,29.88,164.42,101360,10751
2025-10,Area_6,T072,Display,P_10,1703444,722462,2.36,1413499,0.8298,8451,434701.36,0.00496,51.44,255.19,54840,12420
2025-11,Area_6,T072,Display,P_11,593022,161969,3.66,394157,0.6647,2506,20951.50,0.00423,8.36,35.33,7547,2546
2025-12,Area_6,T072,Display,P_12,1954384,663191,2.95,1329571,0.6803,4534,561981.25,0.00232,123.95,287.55,37359,5348
