MONTH,AREA,TERRITORY,SOURCE,SESSIONS,ENGAGED_SESSIONS,PAGEVIEWS,EVENT_CLICKS,EVENT_FORM_SUBMIT,EVENT_DOWNLOADS,EVENT_REGISTRATIONS,SCROLL_25,SCROLL_50,SCROLL_75,SCROLL_100
2025-10,Area_13,T174,Direct,11332,6151,29360,1313,456,158,263,7318,6563,4978,3896
2025-10,Area_13,T174,Referral,9787,6076,42489,1496,195,380,187,6818,5365,3479,2338
2025-10,Area_13,T174,Display,37276,28123,166344,5788,1844,1195,1048,24520,21502,13090,8216
2025-11,Area_13,T174,Paid Search,29949,13563,63313,5154,632,779,372,18546,14545,12335,7654
2025-11,Area_13,T174,Organic Search,23147,11256,82339,4241,347,453,130,17237,12129,9674,5236
2025-11,Area_13,T174,Direct,19053,10196,79031,3639,901,369,526,11793,9391,6930,4399
2025-11,Area_13,T174,Referral,10431,5935,45005,915,292,369,142,8399,6576,5271,3548
2025-11,Area_13,T174,Display,38552,30681,66216,3859,695,987,1064,32243,22810,15102,11074
2025-12,Area_13,T174,Paid Search,10853,6822,18202,1309,427,233,243,7313,5581,4348,2552
2025-12,Area_13,T174,Organic Search,3627,2782,10205,549,82,89,51,2754,2470,2085,1307
2025-12,Area_13,T174,Direct,24890,14163,80633,2717,611,821,125,21435,18181,15257,11478
2025-12,Area_13,T174,Referral,11509,6690,23390,724,460,165,284,10225,8304,6140,4321
2025-12,Area_13,T174,Display,38605,25276,161288,5389,1175,1538,864,31161,27972,21182,10609
2025-01,Area_12,T152,Paid Search,32493,16493,114033,4296,1296,1299,836,29224,24637,15253,10287
2025-01,Area_12,T152,Organic Search,4665,3549,19028,702,121,85,26,3383,2708,2289,1534
2025-01,Area_12,T152,Direct,15334,9623,39186,1323,523,518,196,11490,9288,6783,5164
2025-01,Area_12,T152,Referral,4530,2726,12514,815,167,104,73,4069,3247,2367,1260
2025-01,Area_12,T152,Display,12119,7645,52511,842,565,433,83,7314,6261,3907,2249
2025-02,Area_12,T152,Paid Search,25125,17846,96961,2766,699,918,411,17921,15241,10370,5485
2025-02,Area_12,T152,Organic Search,35722,22273,143156,2795,1282,792,281,30931,26104,17405,9751
2025-02,Area_12,T152,Direct,22743,10566,95223,3494,1051,511,270,20438,15892,11479,6804
2025-02,Area_12,T152,Referral,16941,9535,58968,2576,181,258,182,11466,8848,7047,3742
2025-02,Area_12,T152,Display,2087,1044,3851,170,49,65,17,1359,1048,887,480
2025-03,Area_12,T152,Paid Search,36470,28934,55780,5782,861,1180,662,30416,22293,18473,11385
2025-03,Area_12,T152,Organic Search,34651,19143,66015,3515,1281,1302,603,24259,21502,16881,10730
2025-03,Area_12,T152,Direct,21026,9779,66890,3669,957,219,599,17255,12416,8399,5432
2025-03,Area_12,T152,Referral,9761,4932,36143,1604,123,351,237,7216,5764,4300,2767
2025-03,Area_12,T152,Display,21621,14148,86329,3871,1042,583,317,19119,15314,10213,5480
2025-04,Area_12,T152,Paid Search,3834,2634,7965,372,128,63,97,3141,2308,1724,1158
2025-04,Area_12,T152,Organic Search,2567,1745,7158,299,66,69,12,2002,1449,951,707
2025-04,Area_12,T152,Direct,34515,23026,77990,6879,1700,688,959,30138,22326,15492,8621
2025-04,Area_12,T152,Referral,4200,3284,13300,735,178,92,70,3406,2467,1727,1158
2025-04,Area_12,T152,Display,11859,5587,19739,2145,240,180,298,8572,6590,4115,2366
2025-05,Area_12,T152,Paid Search,26013,20477,101607,3991,799,541,413,20752,16637,13698,8183
2025-05,Area_12,T152,Organic Search,31189,21152,92109,2411,1039,1182,314,26155,21099,16948,11359
2025-05,Area_12,T152,Direct,15043,10286,29889,1944,372,493,317,9699,7388,5925,4539
2025-05,Area_12,T152,Referral,19946,10778,66906,3489,269,382,427,15630,13537,10404,7705
2025-05,Area_12,T152,Display,21935,14942,48870,2170,521,274,517,14571,12449,9496,5043
2025-06,Area_12,T152,Paid Search,33055,20940,140968,5233,1407,425,343,21992,18034,12093,6755
2025-06,Area_12,T152,Organic Search,14412,8909,44787,1732,411,253,187,12380,10981,7331,4677
2025-06,Area_12,T152,Direct,39780,29239,84183,7402,1324,616,987,26903,20622,14519,9460
2025-06,Area_12,T152,Referral,22992,17777,70537,3028,1046,311,616,16789,12252,9078,4775
2025-06,Area_12,T152,Display,17553,9920,30280,2556,179,405,476,13505,10343,6486,5099
2025-07,Area_12,T152,Paid Search,23377,14608,60913,3864,785,891,673,19126,15210,11156,8653
2025-07,Area_12,T152,Organic Search,34451,16414,91238,3569,1654,1239,567,29643,21630,14543,11401
2025-07,Area_12,T152,Direct,38755,30694,108448,4203,739,1476,446,30764,26552,18937,14910
2025-07,Area_12,T152,Referral,17014,10945,43307,1658,264,622,470,10999,9331,7872,4653
2025-07,Area_12,T152,Display,15099,9951,29980,2969,256,380,79,10409,8959,6289,4761
2025-08,Area_12,T152,Paid Search,15167,9088,67209,1357,568,531,263,11076,8101,4944,2981
2025-08,Area_12,T152,Organic Search,12290,8774,48343,2201,384,239,296,11050,9111,5528,2949
2025-08,Area_12,T152,Direct,3394,2006,13136,255,43,106,63,2679,1890,1541,1079
2025-08,Area_12,T152,Referral,26337,13063,85882,5013,340,592,725,23655,20024,13949,8817
2025-08,Area_12,T152,Display,3253,2070,10213,617,150,79,64,2641,2135,1432,784
2025-09,Area_12,T152,Paid Search,31824,19022,54623,3258,655,490,797,23468,18265,14497,8987
2025-09,Area_12,T152,Organic Search,36062,22406,80404,4891,1113,1345,1049,26667,20612,15388,8212
2025-09,Area_12,T152,Direct,37152,18019,86401,6082,1516,903,1080,23982,18287,13680,8669
2025-09,Area_12,T152,Referral,25534,17967,114344,2283,955,574,438,19880,16482,11468,6746
2025-09,Area_12,T152,Display,16795,11933,69688,2614,363,617,292,14174,11710,9828,6515
2025-10,Area_12,T152,Paid Search,32052,19073,109183,2405,1551,1218,886,26761,20540,14184,8376
2025-10,Area_12,T152,Organic Search,13063,8278,46153,1217,615,189,375,10918,7974,4989,2593
2025-10,Area_12,T152,Direct,37906,18459,146599,2074,1221,1105,445,26223,19803,12262,6838
2025-10,Area_12,T152,Referral,12239,6150,23303,1657,386,197,152,10999,8476,6118,3351
2025-10,Area_12,T152,Display,4791,3182,10652,773,92,100,101,3868,2973,2324,1554
2025-11,Area_12,T152,Paid Search,34861,16867,87406,6462,1130,709,413,23785,17065,10744,6290
2025-11,Area_12,T152,Organic Search,13162,7330,21007,2310,405,200,174,10171,7316,5339,3849
2025-11,Area_12,T152,Direct,5590,4200,22553,836,134,181,110,4685,3957,3314,1929
2025-11,Area_12,T152,Referral,34391,21461,112195,2975,634,561,480,28396,21706,13514,7622
2025-11,Area_12,T152,Display,8675,5090,26898,518,229,110,158,7609,6278,4151,2914
2025-12,Area_12,T152,Paid Search,19982,13938,57020,1989,366,227,319,12005,9251,7790,5419
2025-12,Area_12,T152,Organic Search,24379,15608,41518,4401,411,686,229,17016,13699,10475,8136
2025-12,Area_12,T152,Direct,8907,5418,34617,778,132,134,182,5429,4138,2659,1350
2025-12,Area_12,T152,Referral,30389,23720,65470,5746,1251,1052,499,19137,15526,11073,6294
2025-12,Area_12,T152,Display,30783,15888,52341,5646,1257,1040,921,26326,18795,12605,7865
2025-01,Area_1,T009,Paid Search,11556,5284,42940,691,195,200,186,10068,8775,5958,4738
2025-01,Area_1,T009,Organic Search,30732,14463,90445,3105,1376,330,832,21044,18056,10907,8447
2025-01,Area_1,T009,Direct,38117,20946,57281,7260,1655,1464,534,23150,17230,14361,9781
2025-01,Area_1,T009,Referral,15958,7305,59240,1378,589,243,216,12862,10055,7703,5344
2025-01,Area_1,T009,Display,25649,14043,71157,3257,645,459,232,20211,17200,11142,7588
2025-02,Area_1,T009,Paid Search,28179,19033,67498,2924,1038,673,457,19472,16797,11353,7885
2025-02,Area_1,T009,Organic Search,32391,24897,142479,2509,895,428,497,27870,22817,14474,11446
2025-02,Area_1,T009,Direct,17637,9948,55589,2990,661,648,428,15711,12024,9898,5530
2025-02,Area_1,T009,Referral,29788,20441,48752,1987,461,480,389,25508,20431,15652,10321
2025-02,Area_1,T009,Display,23222,10891,34994,3952,1037,917,294,19044,16149,12376,9235
2025-03,Area_1,T009,Paid Search,26296,17144,109166,5248,735,356,154,17130,12983,8661,5718
2025-03,Area_1,T009,Organic Search,26492,13141,58112,4266,743,674,245,17905,14371,9424,6233
2025-03,Area_1,T009,Direct,2073,1582,4131,129,50,69,50,1781,1310,857,481
2025-03,Area_1,T009,Referral,27634,19137,86952,4797,950,1071,359,23201,17745,11600,8346
2025-03,Area_1,T009,Display,29470,16037,77154,4110,1392,372,827,21485,16375,11006,6680
2025-04,Area_1,T009,Paid Search,36277,28675,70163,4533,1417,737,473,23799,19268,14268,8158
2025-04,Area_1,T009,Organic Search,34982,19924,56730,4125,882,772,635,23118,16947,12765,9469
2025-04,Area_1,T009,Direct,16542,11310,46045,1273,290,258,463,11815,9630,7153,5196
2025-04,Area_1,T009,Referral,13722,6545,42289,1935,250,456,284,11783,8867,6588,4382
2025-04,Area_1,T009,Display,10079,5174,19940,1830,499,236,297,7479,5912,3944,2643
2025-05,Area_1,T009,Paid Search,18712,13714,42377,3358,349,739,134,13252,9441,6673,3710
2025-05,Area_1,T009,Organic Search,7578,4306,22789,566,368,276,112,6359,5719,4676,2482
2025-05,Area_1,T009,Direct,33455,19097,99242,2843,546,567,968,28199,20614,14582,10983
2025-05,Area_1,T009,Referral,25775,16232,100947,1519,343,458,321,17487,13845,11572,6598
2025-05,Area_1,T009,Display,37472,23005,112962,3310,1105,678,720,23685,19289,15470,9930
2025-06,Area_1,T009,Paid Search,20460,11431,56557,3210,770,684,485,15517,13210,9402,6901
2025-06,Area_1,T009,Organic Search,28113,17574,111927,2813,538,728,259,19362,16057,13113,8490
2025-06,Area_1,T009,Direct,8997,7136,19880,495,380,264,145,7862,7041,4881,3059
2025-06,Area_1,T009,Referral,25081,12303,107606,3974,1182,905,483,21572,15442,12252,7094
2025-06,Area_1,T009,Display,30548,22418,96604,5056,426,996,906,18568,13493,10977,6744
2025-07,Area_1,T009,Paid Search,16755,8699,68693,1544,283,614,489,14990,10862,6571,4579
2025-07,Area_1,T009,Organic Search,27298,18649,46800,2545,673,1023,611,21476,16065,13067,7419
2025-07,Area_1,T009,Direct,39067,28584,131424,4766,1622,1078,686,27733,24018,19064,11883
2025-07,Area_1,T009,Referral,10628,7525,21767,1648,119,357,160,8553,6242,5246,4074
2025-07,Area_1,T009,Display,7516,4862,24593,1263,324,164,138,6298,5223,4319,2318
2025-08,Area_1,T009,Paid Search,19735,10464,65312,1388,843,727,400,17071,12639,10357,6172
2025-08,Area_1,T009,Organic Search,38259,29564,115295,6509,710,437,1093,33505,28709,20786,11834
2025-08,Area_1,T009,Direct,2334,1782,5194,346,70,57,39,1759,1254,822,469
2025-08,Area_1,T009,Referral,34276,20061,152302,6472,1299,723,654,25490,19726,16050,11749
2025-08,Area_1,T009,Display,35122,16452,67048,4847,1214,911,693,28511,22557,15255,11181
2025-09,Area_1,T009,Paid Search,36935,29072,96727,2752,1607,371,332,28909,24228,16067,8193
2025-09,Area_1,T009,Organic Search,32227,23292,144190,3111,717,1005,794,22114,15967,10581,6084
2025-09,Area_1,T009,Direct,28201,14413,71209,3786,415,986,330,18148,14683,9629,5513
2025-09,Area_1,T009,Referral,6776,4667,19470,790,285,174,150,4704,3618,2468,1439
2025-09,Area_1,T009,Display,9572,7269,34487,1752,257,101,119,6320,5208,3893,2075
2025-10,Area_1,T009,Paid Search,26176,18617,47906,5071,941,463,672,21459,17185,10856,5644
2025-10,Area_1,T009,Organic Search,36560,24947,153148,4358,1212,447,234,24745,22025,13794,8212
2025-10,Area_1,T009,Direct,24578,13118,54556,4440,462,922,542,17852,15573,10373,5382
2025-10,Area_1,T009,Referral,11987,8449,23975,1890,180,209,67,7966,6989,5498,3865
2025-10,Area_1,T009,Display,25861,20320,92442,3743,1045,1026,385,21451,15318,11332,8179
2025-11,Area_1,T009,Paid Search,9472,6706,40457,1587,201,347,149,8253,6112,4984,3451
2025-11,Area_1,T009,Organic Search,22713,18088,87567,4396,586,652,435,14786,11962,7292,5119
2025-11,Area_1,T009,Direct,27624,18816,67393,4652,821,531,319,24719,21193,15661,10242
2025-11,Area_1,T009,Referral,14309,6560,25043,2106,528,524,291,11772,9571,6703,4269
2025-11,Area_1,T009,Display,6327,5012,16270,413,106,130,129,4138,3555,2864,1930
2025-12,Area_1,T009,Paid Search,11448,8346,25317,1919,440,212,153,8114,6617,5469,3630
2025-12,Area_1,T009,Organic Search,33372,19584,67616,5022,995,1229,597,29591,23319,16997,9428
2025-12,Area_1,T009,Direct,3558,1636,7249,346,155,100,45,3111,2695,1637,937
2025-12,Area_1,T009,Referral,35609,20248,136770,6426,1760,1340,342,24706,20336,12878,8964
2025-12,Area_1,T009,Display,15553,12345,62126,1897,245,525,158,10209,8524,6712,3878
2025-01,Area_2,T024,Paid Search,12207,8217,30133,1142,455,317,193,8985,6786,4209,2518
2025-01,Area_2,T024,Organic Search,3799,3017,6912,406,46,95,79,2876,2403,1571,1216
2025-01,Area_2,T024,Direct,37004,19107,105786,1961,1597,1364,669,26188,22518,15506,7970
2025-01,Area_2,T024,Referral,39718,28698,102510,3915,1066,664,401,32337,27495,17683,10533
2025-01,Area_2,T024,Display,20490,14263,69107,3679,808,219,599,17387,14516,11553,8637
2025-02,Area_2,T024,Paid Search,24441,16432,47023,2166,1046,646,305,16067,12783,8008,4926
2025-02,Area_2,T024,Organic Search,39035,18683,108809,2445,1308,751,1152,30001,21213,12867,8604
2025-02,Area_2,T024,Direct,10589,7668,15969,1223,400,123,137,7239,5808,4388,3196
2025-02,Area_2,T024,Referral,32288,14611,121032,5296,652,1141,637,27152,20929,17774,10856
2025-02,Area_2,T024,Display,3215,1912,10129,628,159,116,26,2517,2062,1463,1107
2025-03,Area_2,T024,Paid Search,12957,6469,27443,2568,266,159,117,11445,8433,6181,4451
2025-03,Area_2,T024,Organic Search,23578,12940,87382,2147,570,632,590,16369,11991,7275,4235
2025-03,Area_2,T024,Direct,17021,13098,51217,1226,592,219,140,10922,9668,7298,3666
2025-03,Area_2,T024,Referral,39056,22899,78087,5919,1191,1125,626,26016,18239,13955,8996
2025-03,Area_2,T024,Display,8986,5991,26928,1684,352,340,97,7069,6230,4934,3043
2025-04,Area_2,T024,Paid Search,27316,16819,86413,4849,521,525,625,17400,13985,9472,5926
2025-04,Area_2,T024,Organic Search,32427,15431,89554,4650,1144,433,591,21237,15896,10523,6113
2025-04,Area_2,T024,Direct,30272,22137,59427,4622,581,317,201,24990,20877,15291,8241
2025-04,Area_2,T024,Referral,6754,4244,21792,1166,149,130,51,4728,4078,3083,1786
2025-04,Area_2,T024,Display,10054,5501,42737,1667,286,168,126,7591,5900,3708,2753
2025-05,Area_2,T024,Paid Search,15406,7388,41904,1945,467,283,172,13008,9390,6876,4585
2025-05,Area_2,T024,Organic Search,5217,3754,12641,785,99,72,106,4257,3099,2114,1685
2025-05,Area_2,T024,Direct,12079,7063,45589,1570,541,234,188,10026,7088,5443,3341
2025-05,Area_2,T024,Referral,24306,13259,99050,3654,255,431,581,19406,15442,12936,7788
2025-05,Area_2,T024,Display,10542,6039,24322,861,143,145,99,7270,6481,4142,2620
2025-06,Area_2,T024,Paid Search,21082,9490,62714,2030,544,732,133,16453,14589,12399,8221
2025-06,Area_2,T024,Organic Search,2332,1304,9054,238,110,37,25,1403,1177,966,767
2025-06,Area_2,T024,Direct,11176,5943,23839,1485,271,171,276,7252,6154,4786,2642
2025-06,Area_2,T024,Referral,13881,6930,50463,1486,217,388,217,9524,8388,6693,4371
2025-06,Area_2,T024,Display,19144,9599,58585,1407,860,715,136,11947,10358,7346,4468
2025-07,Area_2,T024,Paid Search,3643,2795,8094,325,171,138,58,2643,2264,1431,849
2025-07,Area_2,T024,Organic Search,11795,8789,45285,1618,524,469,208,10044,8021,6788,4937
2025-07,Area_2,T024,Direct,3861,2468,16162,288,110,54,114,3459,2854,2290,1536
2025-07,Area_2,T024,Referral,31731,19194,110805,1756,466,1193,640,19457,15749,11812,6814
2025-07,Area_2,T024,Display,23236,16691,70351,4639,569,603,162,15174,10881,8226,5607
2025-08,Area_2,T024,Paid Search,37586,21920,115565,7360,951,545,817,32099,27746,18418,14181
2025-08,Area_2,T024,Organic Search,22568,12981,49017,2918,434,688,117,20008,16591,11408,6889
2025-08,Area_2,T024,Direct,3594,2258,5422,595,172,60,106,2215,1873,1552,1221
2025-08,Area_2,T024,Referral,9055,7013,33667,1611,302,152,193,7407,5595,4092,3039
2025-08,Area_2,T024,Display,37205,21532,134232,6777,1645,458,477,25236,20000,12967,7129
2025-09,Area_2,T024,Paid Search,32239,19454,72436,2326,764,1102,659,27267,23424,19860,10142
2025-09,Area_2,T024,Organic Search,15113,7859,33253,934,608,171,288,9901,8446,5751,2989
2025-09,Area_2,T024,Direct,8160,4342,22428,628,149,193,50,4918,4022,2782,2186
2025-09,Area_2,T024,Referral,38409,17385,127942,3429,499,1228,578,26216,20824,13333,9304
2025-09,Area_2,T024,Display,29610,23147,98784,5063,1422,374,731,21489,17123,12748,8737
2025-10,Area_2,T024,Paid Search,33962,19772,140897,4803,348,1157,701,30214,26091,16109,11069
2025-10,Area_2,T024,Organic Search,3403,2510,10884,606,166,108,57,2571,1978,1308,908
2025-10,Area_2,T024,Direct,20411,15754,73839,3270,967,518,359,12321,8839,7053,4807
2025-10,Area_2,T024,Referral,11224,5606,29847,1841,558,242,71,7118,5417,4594,2888
2025-10,Area_2,T024,Display,31522,18798,126231,1854,358,1060,817,25103,18727,14042,7385
2025-11,Area_2,T024,Paid Search,25661,18279,75205,1940,1140,581,587,16695,14353,11332,8189
2025-11,Area_2,T024,Organic Search,19605,14883,51973,1664,363,290,171,17591,14343,9050,6328
2025-11,Area_2,T024,Direct,37860,25275,94088,2998,1478,400,691,25048,22115,17232,10925
2025-11,Area_2,T024,Referral,32398,24686,54289,6101,986,793,371,28223,23668,18664,14036
2025-11,Area_2,T024,Display,30783,23704,89918,2409,854,1051,438,26916,23168,14667,9679
2025-12,Area_2,T024,Paid Search,6033,4688,11105,394,178,154,68,5250,3909,3030,2200
2025-12,Area_2,T024,Organic Search,10471,5684,35246,1796,106,325,105,7569,6242,3931,2815
2025-12,Area_2,T024,Direct,10695,6435,31707,1845,461,171,170,9435,6995,4546,2838
2025-12,Area_2,T024,Referral,4114,2310,12893,343,65,81,67,3393,2662,2123,1647
2025-12,Area_2,T024,Display,29343,20428,67123,3103,401,821,774,20449,17184,13806,8664
2025-01,Area_5,T060,Paid Search,35197,22168,142129,3859,934,1044,782,27617,20873,16510,12484
2025-01,Area_5,T060,Organic Search,38619,21450,107460,6471,1392,680,643,25925,22352,18258,11013
2025-01,Area_5,T060,Direct,2138,1537,4841,135,41,84,33,1481,1192,809,608
2025-01,Area_5,T060,Referral,14512,10106,21861,2674,521,495,326,12894,10373,8323,5652
2025-01,Area_5,T060,Display,34521,23728,52793,6214,609,436,871,23013,17360,11795,6695
2025-02,Area_5,T060,Paid Search,20563,10541,84630,2718,840,767,571,16104,13549,8998,5407
2025-02,Area_5,T060,Organic Search,5443,2591,16721,533,116,75,96,4363,3261,2305,1167
2025-02,Area_5,T060,Direct,11175,7134,17766,1664,247,210,240,9313,6769,5163,2603
2025-02,Area_5,T060,Referral,38827,25203,171393,6818,1672,1072,1050,23593,18849,13436,9277
2025-02,Area_5,T060,Display,36886,16602,96002,5018,642,673,578,27040,21964,13895,9236
2025-03,Area_5,T060,Paid Search,22441,11740,87784,2645,432,727,432,16023,11649,9624,6821
2025-03,Area_5,T060,Organic Search,27416,16044,103115,3608,873,927,694,22748,19284,13405,7900
2025-03,Area_5,T060,Direct,31570,18126,82862,4216,344,1211,857,19315,13785,11235,5827
2025-03,Area_5,T060,Referral,7831,4842,19067,1487,152,237,131,6971,4882,3745,2823
2025-03,Area_5,T060,Display,30467,15612,118349,3414,902,1003,824,23081,17329,11154,6129
2025-04,Area_5,T060,Paid Search,23867,12856,75060,4307,740,685,560,20652,17015,10692,8332
2025-04,Area_5,T060,Organic Search,20828,15284,51060,1415,957,399,214,17755,14061,11385,9068
2025-04,Area_5,T060,Direct,33294,23373,88768,3652,819,845,783,21545,16815,10953,5944
2025-04,Area_5,T060,Referral,32181,24851,82317,3979,588,772,164,24648,18587,13051,6989
2025-04,Area_5,T060,Display,31843,24425,140977,5803,896,338,594,28433,22900,16017,11862
2025-05,Area_5,T060,Paid Search,22614,10669,91797,3207,366,422,603,15980,13843,10347,5562
2025-05,Area_5,T060,Organic Search,20384,15377,38564,1567,931,303,205,14992,11894,8587,5810
2025-05,Area_5,T060,Direct,27953,20973,69310,1999,580,884,603,18363,13420,9508,5963
2025-05,Area_5,T060,Referral,7185,3922,20442,571,167,94,97,5438,4540,2734,1992
2025-05,Area_5,T060,Display,21755,12046,43517,1266,295,639,359,14366,11050,7743,3973
2025-06,Area_5,T060,Paid Search,32480,22374,128850,6318,1211,1184,520,26892,19319,15530,8282
2025-06,Area_5,T060,Organic Search,29493,19235,87746,4276,457,980,447,24557,21877,13908,7822
2025-06,Area_5,T060,Direct,23678,12543,81702,2616,354,864,667,14257,10835,8249,5391
2025-06,Area_5,T060,Referral,26046,18715,98767,4442,405,792,748,16901,12774,8885,6837
2025-06,Area_5,T060,Display,4079,2979,11146,467,116,108,69,2764,1981,1219,848
2025-07,Area_5,T060,Paid Search,28567,14792,120025,1532,1028,664,844,19212,16623,13890,7401
2025-07,Area_5,T060,Organic Search,29556,21345,92376,5631,1153,862,254,26478,19511,15592,11814
2025-07,Area_5,T060,Direct,23483,11297,48075,2792,682,791,338,17053,12399,9312,6998
2025-07,Area_5,T060,Referral,4014,2529,12922,393,88,138,83,3500,2450,1499,773
2025-07,Area_5,T060,Display,7379,3951,17396,1359,333,126,92,5429,4765,3628,2422
2025-08,Area_5,T060,Paid Search,19640,14372,49500,2049,543,390,234,12568,11262,7262,5454
